# d=-12.2 u_star=-98.0121900131 m=-1.06901579073 C=1.14279476084
# s  F2_minus_ustar
-0.5676 -0.646804459237
-0.56595 -0.644921323876
-0.5643 -0.643038475394
-0.56265 -0.641155913397
-0.561 -0.639273637254
-0.55935 -0.637391647119
-0.5577 -0.635509942722
-0.55605 -0.633628523469
-0.5544 -0.63174738909
-0.55275 -0.629866539421
-0.5511 -0.627985974553
-0.54945 -0.626105700345
-0.5478 -0.624165474626
-0.54615 -0.622283121002
-0.5445 -0.620401010489
-0.54285 -0.618519142703
-0.5412 -0.616637517459
-0.53955 -0.614756134132
-0.5379 -0.612874992462
-0.53625 -0.610994092173
-0.5346 -0.609113432828
-0.53295 -0.607233014114
-0.5313 -0.605352835305
-0.52965 -0.603472896485
-0.528 -0.601593197166
-0.52635 -0.599728577519
-0.5247 -0.597848579099
-0.52305 -0.595968825632
-0.5214 -0.594089322929
-0.51975 -0.592210070984
-0.5181 -0.590331069261
-0.51645 -0.588452317556
-0.5148 -0.586573815652
-0.51315 -0.58469556304
-0.5115 -0.582817559665
-0.50985 -0.580939805265
-0.5082 -0.579062299273
-0.50655 -0.577185041661
-0.5049 -0.575301742055
-0.50325 -0.573409839849
-0.5016 -0.571518159397
-0.49995 -0.569626700548
-0.4983 -0.567735462933
-0.49665 -0.565844446253
-0.495 -0.563953650191
-0.49335 -0.562063074471
-0.4917 -0.560172625978
-0.49005 -0.558282321726
-0.4884 -0.556392245217
-0.48675 -0.55450239625
-0.4851 -0.552612774344
-0.48345 -0.550723379339
-0.4818 -0.548834211038
-0.48015 -0.54694526888
-0.4785 -0.545056552919
-0.47685 -0.543168062674
-0.4752 -0.541279797967
-0.47355 -0.539391758457
-0.4719 -0.537503944075
-0.47025 -0.535616354266
-0.4686 -0.53372898889
-0.46695 -0.531841847724
-0.4653 -0.529954930402
-0.46365 -0.528068236764
-0.462 -0.526181766427
-0.46035 -0.524295519137
-0.4587 -0.522409494761
-0.45705 -0.520523692834
-0.4554 -0.518638113242
-0.45375 -0.516751855035
-0.4521 -0.514865848096
-0.45045 -0.512980184308
-0.4488 -0.5110948671
-0.44715 -0.509209883056
-0.4455 -0.507323532428
-0.44385 -0.505439312574
-0.4422 -0.503555461798
-0.44055 -0.501693751142
-0.4389 -0.499808360271
-0.43725 -0.497923285013
-0.4356 -0.496038528889
-0.43395 -0.494154083497
-0.4323 -0.492270523142
-0.43065 -0.490387460377
-0.429 -0.488504531097
-0.42735 -0.486621785768
-0.4257 -0.484700522518
-0.42405 -0.482817919166
-0.4224 -0.480935500111
-0.42075 -0.479053265058
-0.4191 -0.477193822563
-0.41745 -0.475310185997
-0.4158 -0.473426717339
-0.41415 -0.471584481731
-0.4125 -0.469762398206
-0.41085 -0.46787540041
